Val,EpisodeID,SceneID,VehicleArrayID,VehicleName,x,y,z,rays,LOS
I,782,0,7,flow679.1,685.1137171651001,452.67223375315,3.2,25,LOS=0
I,782,0,8,flow681.0,765.3220118872,422.18624349175,4.3,25,LOS=0
I,782,0,9,flow681.2,829.25376551045,373.43825232955,4.3,25,LOS=0
V,783,0,0,flow655.8,749.723365044,660.5044904384999,4.3,25,LOS=0
I,783,0,1,flow672.1,710.10503588885,670.54275944745,3.2,25,LOS=0
I,783,0,2,flow672.2,693.43418439245,673.9752730224,1.59,25,LOS=0
I,783,0,3,flow672.3,673.22561432845,670.83538069465,1.59,25,LOS=0
V,783,0,4,flow673.0,745.4073466472,627.66969267595,1.59,25,LOS=0
I,783,0,5,flow675.2,815.57194018,680.410730079,4.3,25,LOS=0
I,783,0,6,flow677.0,769.49340326585,676.9336498426001,4.3,25,LOS=0
I,783,0,7,flow679.2,669.5702190904999,451.4860215602,4.3,25,LOS=0
I,783,0,8,flow680.0,735.27030395725,431.27179984429995,3.2,25,LOS=0
V,783,0,9,flow682.0,762.117843687,530.6408961919001,1.59,25,LOS=1
V,784,0,0,flow655.9,750.6170360738499,647.7342880251999,4.3,25,LOS=0
I,784,0,1,flow672.4,683.81167559885,670.7513851676,1.59,25,LOS=0
I,784,0,2,flow676.2,817.73213387235,677.11899150005,3.2,25,LOS=0
I,784,0,3,flow677.0,762.48776669395,676.9067329591,4.3,25,LOS=0
I,784,0,4,flow678.1,672.4485974157501,451.08863656515,4.3,25,LOS=0
I,784,0,5,flow679.2,676.2386609294499,453.8975119411,4.3,25,LOS=0
I,784,0,6,flow680.0,737.2176642871,430.21718123644996,3.2,25,LOS=0
I,784,0,7,flow681.0,688.9939033128001,458.79823200354997,4.3,25,LOS=0
I,784,0,8,flow681.2,774.2127001337001,416.1368039143,4.3,25,LOS=0
I,784,0,9,flow681.3,832.9494145767501,370.5682819928,4.3,25,LOS=0
V,785,0,0,flow655.8,749.723365044,660.5044904384999,4.3,25,LOS=0
I,785,0,1,flow672.2,765.1547421451501,673.61693606615,1.59,25,LOS=0
I,785,0,2,flow672.4,720.87375376315,670.45731462425,1.59,25,LOS=0
V,785,0,3,flow673.1,748.3257541785,585.94158499125,4.3,25,LOS=0
I,785,0,4,flow673.2,697.56473232795,670.6422609882,1.59,25,LOS=0
I,785,0,5,flow675.2,771.4254444585999,680.2411115052,4.3,25,LOS=0
I,785,0,6,flow675.3,800.3729599488,680.3523329331499,1.59,25,LOS=0
I,785,0,7,flow679.1,717.77492981215,440.74664989725,3.2,25,LOS=0
I,785,0,8,flow680.0,738.45329774435,429.5480076806,3.2,25,LOS=0
I,785,0,9,flow681.3,814.95815322985,384.5399512341,4.3,25,LOS=0
V,786,0,0,flow673.0,752.18059129315,530.8241771241501,1.59,25,LOS=1
V,786,0,1,flow676.0,749.249712524,572.7306016309,4.3,25,LOS=1
I,786,0,2,flow676.1,787.4829543298999,677.0027688507,4.3,25,LOS=0
I,786,0,3,flow676.2,799.28878705285,677.0481289291,3.2,25,LOS=0
I,786,0,4,flow678.0,800.1944888948,383.4675223373,3.2,25,LOS=0
I,786,0,5,flow679.1,722.9054358368,437.9681568581,3.2,25,LOS=0
I,786,0,6,flow679.2,697.4460880663,450.11890300929997,4.3,25,LOS=0
I,786,0,7,flow680.2,711.2376471394,444.28700133899997,4.3,25,LOS=0
I,786,0,8,flow681.2,692.9922255986,458.24721036735,4.3,25,LOS=0
I,786,0,9,flow683.0,836.92462283895,367.48121133480004,4.3,25,LOS=0
I,787,0,0,flow672.4,795.8439122548,670.4347778511501,1.59,25,LOS=0
V,787,0,1,flow673.0,754.4383129038,498.54271900755,1.59,25,LOS=0
I,787,0,2,flow673.3,685.8674405642,670.73507361815,3.2,25,LOS=0
I,787,0,3,flow677.1,774.68195431915,676.9535851651,4.3,25,LOS=0
I,787,0,4,flow678.0,830.9760307857,359.55982133885004,3.2,25,LOS=0
I,787,0,5,flow678.1,757.53451070675,415.35657183269996,4.3,25,LOS=0
V,787,0,6,flow679.0,763.98593814605,456.69801204249995,4.3,25,LOS=0
I,787,0,7,flow680.1,738.29673150235,429.63279818884996,4.3,25,LOS=0
I,787,0,8,flow680.3,668.077140439,455.024280355,3.2,25,LOS=0
V,787,0,9,flow682.1,764.28265336835,499.70793850825,3.2,25,LOS=0
I,788,0,0,flow672.5,764.67775507415,670.3150320130001,4.3,25,LOS=0
I,788,0,1,flow675.3,695.21028978185,680.5615771701,1.59,25,LOS=0
I,788,0,2,flow676.2,797.68965872385,677.0419847978,3.2,25,LOS=0
I,788,0,3,flow677.1,771.7576398179999,676.9423494363,4.3,25,LOS=0
I,788,0,4,flow678.2,751.88348269785,418.60913589974996,4.3,25,LOS=0
I,788,0,5,flow678.4,710.0659842575001,441.17127663179997,1.59,25,LOS=0
I,788,0,6,flow679.2,706.9596873286,446.60378675915,4.3,25,LOS=0
I,788,0,7,flow680.4,668.4006124862,451.6474958566,1.59,25,LOS=0
I,788,0,8,flow683.0,800.4935304370499,395.7729004678,4.3,25,LOS=0
I,788,0,9,flow683.2,839.3939565188,365.5635740577,3.2,25,LOS=0
V,789,0,0,flow655.8,749.723365044,660.5044904384999,4.3,25,LOS=0
V,789,0,1,flow655.9,750.6170360738499,647.7342880251999,4.3,25,LOS=0
V,789,0,2,flow673.0,758.5422005534,439.86432542015,1.59,25,LOS=0
I,789,0,3,flow674.1,676.66480850555,670.8080922707,4.3,25,LOS=0
V,789,0,4,flow677.0,746.43025921195,662.7856978324,4.3,25,LOS=0
V,789,0,5,flow679.0,758.3849757683499,536.7335294531999,4.3,25,LOS=1
I,789,0,6,flow679.1,737.47112949265,430.07991381955003,3.2,25,LOS=0
I,789,0,7,flow680.2,724.86495236515,436.90695490104997,4.3,25,LOS=0
I,789,0,8,flow680.3,696.36762313185,450.82325533610003,3.2,25,LOS=0
I,789,0,9,flow681.4,716.02568534585,449.2020584836,4.3,25,LOS=0
V,790,0,0,flow655.8,749.723365044,660.5044904384999,4.3,25,LOS=0
V,790,0,1,flow655.9,750.6170360738499,647.7342880251999,4.3,25,LOS=0
I,790,0,2,flow673.4,685.95313448345,670.7343936763,1.59,25,LOS=0
V,790,0,3,flow677.0,748.888944603,625.18523839675,4.3,25,LOS=0
I,790,0,4,flow678.4,778.24049628605,400.51895832045,1.59,25,LOS=0
I,790,0,5,flow679.2,721.65123937025,438.64738345585,4.3,25,LOS=0
I,790,0,6,flow682.0,805.82296037155,670.47311910295,1.59,25,LOS=0
V,790,0,7,flow682.1,754.97827585045,632.6581551091999,3.2,25,LOS=0
I,790,0,8,flow683.1,777.30316524305,413.7820942551,4.3,25,LOS=0
I,790,0,9,flow683.3,823.4279677299,377.9624553905,1.59,25,LOS=0
V,791,0,0,flow673.1,756.7437552845,430.66975254905003,4.3,25,LOS=0
V,791,0,1,flow674.0,746.2949460466,614.9785784566,4.3,25,LOS=0
V,791,0,2,flow676.0,758.2228121489,444.431019274,4.3,25,LOS=0
V,791,0,3,flow676.1,746.4319893804,663.7281635209499,4.3,25,LOS=0
I,791,0,4,flow678.4,809.7544816280999,376.04237616935,1.59,25,LOS=0
V,791,0,5,flow679.0,752.9427025547,614.50144203125,4.3,25,LOS=0
I,791,0,6,flow679.2,733.71197921545,432.1157311109,4.3,25,LOS=0
I,791,0,7,flow680.0,765.89813406405,476.6243407074,3.2,25,LOS=0
I,791,0,8,flow680.2,749.16960762055,423.9188746942,4.3,25,LOS=0
I,791,0,9,flow683.3,797.3897871644,398.18320809320005,1.59,25,LOS=0
I,792,0,0,flow673.0,695.9389826075001,457.84110831945,1.59,25,LOS=0
I,792,0,1,flow673.1,726.5660940035,443.4917472769,4.3,25,LOS=0
I,792,0,2,flow673.4,743.7219253058,651.76826097855,1.59,25,LOS=0
V,792,0,3,flow674.0,752.5048384102499,573.5155587513,4.3,25,LOS=1
V,792,0,4,flow674.1,745.7275785034,623.0909389429,4.3,25,LOS=0
V,792,0,5,flow676.1,747.99882818835,637.90464677655,4.3,25,LOS=0
V,792,0,6,flow677.0,755.3148141116501,533.3621272497,4.3,25,LOS=1
I,792,0,7,flow678.3,813.05363714255,373.4799566562,1.59,25,LOS=0
I,792,0,8,flow683.2,768.46541884915,439.94041772605,3.2,25,LOS=0
I,792,0,9,flow683.3,771.90187021675,418.722463069,1.59,25,LOS=0
V,793,0,0,flow655.9,749.70378257365,660.6987550781,4.3,25,LOS=0
I,793,0,1,flow673.1,690.5068166709,458.58973255445005,4.3,25,LOS=0
V,793,0,2,flow673.2,758.9651725025,433.81656860425,1.59,25,LOS=0
V,793,0,3,flow677.1,753.8081194777001,554.89219234875,4.3,25,LOS=1
V,793,0,4,flow679.1,762.5418180440499,477.33391204845,3.2,25,LOS=0
I,793,0,5,flow679.2,747.1429378584,424.85169221809997,4.3,25,LOS=0
I,793,0,6,flow680.3,736.666288723,430.51578592759995,3.2,25,LOS=0
I,793,0,7,flow681.5,771.4517438893,418.254208188,3.2,25,LOS=0
I,793,0,8,flow682.2,818.86782431195,381.50377549589996,4.3,25,LOS=0
I,793,0,9,flow683.5,836.6482353466,367.69584857175,3.2,25,LOS=0
I,794,0,0,flow655.8,711.4632543007,677.1323793361,4.3,25,LOS=0
I,794,0,1,flow673.2,758.5610683947,429.32898051489997,1.59,25,LOS=0
V,794,0,2,flow673.3,757.00867977195,461.79098220815,3.2,25,LOS=0
V,794,0,3,flow676.2,747.1500120539499,602.75263466735,3.2,25,LOS=0
V,794,0,4,flow677.1,756.59343725995,515.0911126727,4.3,25,LOS=1
I,794,0,5,flow679.2,757.1214107314499,421.51774505045,4.3,25,LOS=0
V,794,0,6,flow680.1,761.4050889876,540.8254455056001,4.3,25,LOS=0
I,794,0,7,flow681.5,740.2358485088,436.08609965175003,3.2,25,LOS=0
I,794,0,8,flow682.3,836.9236300313501,367.4819823302,4.3,25,LOS=0
I,794,0,9,flow683.5,821.7543412841001,379.2621616581,3.2,25,LOS=0
V,795,0,0,flow673.4,751.06283508545,546.8061299184501,1.59,25,LOS=1
V,795,0,1,flow674.0,760.3434176810499,461.5053888195,4.3,25,LOS=0
V,795,0,2,flow676.1,752.4503394732,526.9672513915,4.3,25,LOS=1
V,795,0,3,flow676.2,749.62997338185,567.293538488,3.2,25,LOS=1
I,795,0,4,flow679.0,742.101099816,674.83579547205,4.3,25,LOS=0
V,795,0,5,flow680.2,762.5854880521999,523.95872755345,4.3,25,LOS=1
I,795,0,6,flow680.3,759.02853632255,420.88391995725,3.2,25,LOS=0
I,795,0,7,flow680.4,746.249939946,425.32563351675003,1.59,25,LOS=0
I,795,0,8,flow682.2,769.4618166202499,428.5146750929,4.3,25,LOS=0
I,795,0,9,flow683.5,794.8649537012,400.1439454399,3.2,25,LOS=0
I,796,0,0,flow673.2,698.57343133665,457.44869100715005,1.59,25,LOS=0
V,796,0,1,flow676.1,755.2770753896,486.549886973,4.3,25,LOS=0
I,796,0,2,flow679.0,705.9012742150001,677.1765110898,4.3,25,LOS=0
V,796,0,3,flow679.2,762.15061207385,482.92408925915,4.3,25,LOS=0
V,796,0,4,flow680.0,753.71221671895,650.74886944645,3.2,25,LOS=0
V,796,0,5,flow680.2,759.8085966076001,563.6377193327501,4.3,25,LOS=1
V,796,0,6,flow680.3,764.51172046105,449.18479256570004,3.2,25,LOS=0
V,796,0,7,flow683.1,751.57442725565,634.05355006815,4.3,25,LOS=0
V,796,0,8,flow683.2,755.25592060975,581.4464790741,3.2,25,LOS=0
V,796,0,9,flow683.4,759.8828530359,515.32946100125,1.59,25,LOS=1
I,797,0,0,flow673.3,723.8577143472501,444.9590234713,3.2,25,LOS=0
V,797,0,1,flow673.4,756.17636650055,473.6916017904,1.59,25,LOS=0
V,797,0,2,flow674.0,762.1488506695,435.8703021398,4.3,25,LOS=0
V,797,0,3,flow674.1,759.6538325732499,471.35928484315,4.3,25,LOS=0
V,797,0,4,flow676.2,754.71206368565,494.62856309150004,3.2,25,LOS=0
V,797,0,5,flow677.1,760.9136490931501,453.35700948185,4.3,25,LOS=0
I,797,0,6,flow679.0,665.79039920695,677.4947724338,4.3,25,LOS=0
V,797,0,7,flow680.2,757.0331055967499,603.2967003183,4.3,25,LOS=0
I,797,0,8,flow683.0,734.057164018,676.88996849215,4.3,25,LOS=0
V,797,0,9,flow683.3,756.10629428125,569.29497863545,1.59,25,LOS=1
I,798,0,0,flow673.3,688.0512016456,458.92814874815,3.2,25,LOS=0
I,798,0,1,flow674.0,768.8492861153,413.2698882469,4.3,25,LOS=0
V,798,0,2,flow674.1,760.7255564693,456.04477802195,4.3,25,LOS=0
I,798,0,3,flow677.0,796.9065324928499,390.20334193229996,4.3,25,LOS=0
V,798,0,4,flow679.2,756.7021101777,560.7810072248001,4.3,25,LOS=1
I,798,0,5,flow680.0,776.1858995713501,670.3592483211,3.2,25,LOS=0
V,798,0,6,flow680.1,753.0064051792999,660.90362639295,4.3,25,LOS=0
I,798,0,7,flow683.1,746.52930789125,670.8996445243,4.3,25,LOS=0
V,798,0,8,flow683.2,750.67149617775,646.9560748723,3.2,25,LOS=0
V,798,0,9,flow683.4,754.9865295541999,585.2959697620499,1.59,25,LOS=0
V,799,0,0,flow673.4,758.84956630085,435.46953447035,1.59,25,LOS=0
I,799,0,1,flow674.0,799.2217570600501,388.40538284269996,4.3,25,LOS=0
I,799,0,2,flow676.1,744.93761571915,433.5388972743,4.3,25,LOS=0
V,799,0,3,flow676.2,757.8943890676001,449.1268931562,3.2,25,LOS=0
V,799,0,4,flow679.1,750.67555582505,646.89806413265,3.2,25,LOS=0
I,799,0,5,flow680.0,812.07451780275,670.49713868225,3.2,25,LOS=0
I,799,0,6,flow680.1,768.6853775422001,670.3304300008999,4.3,25,LOS=0
V,799,0,7,flow680.4,760.0469288394,512.98488324145,1.59,25,LOS=1
V,799,0,8,flow683.4,752.9070994162,615.01019667375,1.59,25,LOS=0
V,799,0,9,flow683.6,763.62747509975,461.82030593549996,4.3,25,LOS=0
I,800,0,0,flow674.0,832.22532421205,362.77544422200003,4.3,25,LOS=0
I,800,0,1,flow676.1,711.0336062199,451.9065385757,4.3,25,LOS=0
I,800,0,2,flow677.1,794.53864528495,392.04219782079997,4.3,25,LOS=0
V,800,0,3,flow679.2,752.6703501332499,618.3932494559999,4.3,25,LOS=0
V,800,0,4,flow680.2,756.5641244234,668.0242164890999,4.3,25,LOS=0
V,800,0,5,flow680.3,754.87807620085,586.8457249047,3.2,25,LOS=0
V,800,0,6,flow680.4,757.64802725175,547.26422968835,1.59,25,LOS=1
V,800,0,7,flow682.2,756.5948565931001,609.55883874185,4.3,25,LOS=0
V,800,0,8,flow683.5,759.6590050954501,565.7752319065,3.2,25,LOS=1
V,800,0,9,flow683.6,760.4053982246,507.8624987675,4.3,25,LOS=0
I,801,0,0,flow673.4,709.9457806503,452.4958727033,1.59,25,LOS=0
I,801,0,1,flow677.1,830.11188909725,364.4166974848,4.3,25,LOS=0
I,801,0,2,flow679.1,737.70505658765,676.7137617190001,3.2,25,LOS=0
I,801,0,3,flow680.2,789.48028884685,670.4103276947001,4.3,25,LOS=0
V,801,0,4,flow680.3,755.75983899465,621.4904021765001,3.2,25,LOS=0
V,801,0,5,flow680.4,758.1019574043501,588.0238807169001,1.59,25,LOS=0
V,801,0,6,flow682.3,759.90287257165,562.29061042435,4.3,25,LOS=1
V,801,0,7,flow683.3,749.5156306889,663.47293148025,1.59,25,LOS=0
V,801,0,8,flow683.4,750.23321119315,653.21899241195,1.59,25,LOS=0
V,801,0,9,flow683.5,753.8311199836501,601.806311479,3.2,25,LOS=0
I,802,0,0,flow673.4,673.4302642815001,460.9431070865,1.59,25,LOS=0
I,802,0,1,flow674.1,822.9697612551499,369.9631372793,4.3,25,LOS=0
I,802,0,2,flow679.1,701.07579550625,677.21479904385,3.2,25,LOS=0
V,802,0,3,flow679.2,750.2218789221499,653.380926043,4.3,25,LOS=0
V,802,0,4,flow680.3,754.31163660215,642.1837609096999,3.2,25,LOS=0
I,802,0,5,flow683.2,664.50239305235,677.50499217015,3.2,25,LOS=0
I,802,0,6,flow683.3,730.94451822495,676.97780446735,1.59,25,LOS=0
V,802,0,7,flow683.4,748.8649063862999,668.8382664306,1.59,25,LOS=0
V,802,0,8,flow683.5,751.81788116815,630.5746908046,3.2,25,LOS=0
V,802,0,9,flow683.6,754.18115522125,596.8044476097,4.3,25,LOS=0
I,803,0,0,flow676.2,677.0806674712001,460.44003329839995,3.2,25,LOS=0
V,803,0,1,flow679.2,747.8146007031,668.7072491012,4.3,25,LOS=0
V,803,0,2,flow680.3,753.1639656519501,658.5828269542999,3.2,25,LOS=0
V,803,0,3,flow680.4,754.16865815785,644.2267793819001,1.59,25,LOS=0
I,803,0,4,flow682.2,766.6318604149001,670.3225400282,4.3,25,LOS=0
V,803,0,5,flow682.3,755.5052325084,625.12847333475,4.3,25,LOS=0
I,803,0,6,flow683.3,697.97236976065,677.2394232997,1.59,25,LOS=0
I,803,0,7,flow683.4,719.37599090515,677.0695954106,1.59,25,LOS=0
V,803,0,8,flow683.5,750.41604047875,650.6064348757,3.2,25,LOS=0
V,803,0,9,flow683.6,752.0699106910499,626.97328949025,4.3,25,LOS=0
I,804,0,0,flow696.0,666.4002640479,670.88953670975,4.3,25,LOS=0
I,804,0,1,flow697.0,684.9414703669499,670.74242076575,1.59,25,LOS=0
I,804,0,2,flow699.0,798.6123262653,680.3455682700001,4.3,25,LOS=0
I,804,0,3,flow700.0,816.30130836475,680.4135324394,4.3,25,LOS=0
I,804,0,4,flow701.0,814.33604610855,677.10594313565,1.59,25,LOS=0
I,804,0,5,flow703.0,674.06417140795,454.19771900570004,4.3,25,LOS=0
I,804,0,6,flow704.0,684.0665772863999,452.81680046005,1.59,25,LOS=0
I,804,0,7,flow704.1,669.26471662025,451.52819881560004,4.3,25,LOS=0
I,804,0,8,flow706.0,823.6712290684,377.77354329064997,3.2,25,LOS=0
I,804,0,9,flow706.1,835.0883334322,368.9072385447,1.59,25,LOS=0
I,805,0,0,flow696.0,680.82679280145,670.77506883965,4.3,25,LOS=0
I,805,0,1,flow697.0,728.72487478925,670.39501959005,1.59,25,LOS=0
I,805,0,2,flow698.0,666.07085455455,670.8921504226,1.59,25,LOS=0
I,805,0,3,flow699.0,766.30582612,680.2214410342999,4.3,25,LOS=0
I,805,0,4,flow699.1,818.04632317655,680.42023709215,3.2,25,LOS=0
I,805,0,5,flow701.0,787.18583879285,677.0016272807,1.59,25,LOS=0
I,805,0,6,flow701.1,818.12405504505,677.12049732985,1.59,25,LOS=0
I,805,0,7,flow703.1,670.0330639399,451.42212183009997,4.3,25,LOS=0
I,805,0,8,flow704.1,675.79331227905,453.95899616985,4.3,25,LOS=0
I,805,0,9,flow705.0,834.01719085275,369.7390673722,4.3,25,LOS=0
I,806,0,0,flow696.0,711.2856698313,670.5333916601501,4.3,25,LOS=0
I,806,0,1,flow696.1,668.32483009745,670.8742661634,4.3,25,LOS=0
I,806,0,2,flow697.0,744.87657567475,635.2587864049999,1.59,25,LOS=0
I,806,0,3,flow699.0,723.54882784015,680.33672390505,4.3,25,LOS=0
V,806,0,4,flow701.0,763.23299668845,676.9095962633,1.59,25,LOS=0
I,806,0,5,flow703.0,722.5223429545999,438.17562584875,4.3,25,LOS=0
I,806,0,6,flow704.1,696.72778936345,450.35974805554997,4.3,25,LOS=0
I,806,0,7,flow706.0,769.1222525995499,431.14724603285003,3.2,25,LOS=0
I,806,0,8,flow706.1,777.1067101963,413.9346574847,1.59,25,LOS=0
I,806,0,9,flow706.2,836.0583524574499,368.1539403342,4.3,25,LOS=0
I,807,0,0,flow696.0,748.854433257,670.29247934255,4.3,25,LOS=0
I,807,0,1,flow696.2,666.38921703695,670.8896243627,4.3,25,LOS=0
V,807,0,2,flow697.0,748.19852923315,587.7606785084499,1.59,25,LOS=0
V,807,0,3,flow701.0,758.27698109395,676.8905543828,1.59,25,LOS=0
I,807,0,4,flow701.2,808.29074019665,677.0827160107999,4.3,25,LOS=0
I,807,0,5,flow702.0,669.3622097163,451.5147390514,4.3,25,LOS=0
I,807,0,6,flow703.0,738.09289598535,429.74318799495,4.3,25,LOS=0
I,807,0,7,flow704.1,719.29168209115,439.92523274485,4.3,25,LOS=0
I,807,0,8,flow706.1,767.3655642497499,455.656236107,1.59,25,LOS=0
I,807,0,9,flow706.2,822.38644544885,378.77128166110003,4.3,25,LOS=0
I,808,0,0,flow696.2,681.02471708415,670.7734984015,4.3,25,LOS=0
V,808,0,1,flow698.0,747.5118937642001,644.86274539455,1.59,25,LOS=0
I,808,0,2,flow698.1,664.25243679125,670.9065787311499,3.2,25,LOS=0
I,808,0,3,flow701.2,790.8826459633999,677.0158310618,4.3,25,LOS=0
I,808,0,4,flow703.0,742.2540667894,427.48965119795,4.3,25,LOS=0
I,808,0,5,flow703.4,667.5693376878,451.76226052415,3.2,25,LOS=0
I,808,0,6,flow704.0,750.38894172965,423.0841026444,1.59,25,LOS=0
I,808,0,7,flow705.0,750.7581987507,430.39205866174996,4.3,25,LOS=0
I,808,0,8,flow705.2,830.84201870745,372.2048452931,4.3,25,LOS=0
I,808,0,9,flow706.2,796.17599560535,399.1258153882,4.3,25,LOS=0
V,809,0,0,flow696.1,760.61513868315,670.3028339117,4.3,25,LOS=0
V,809,0,1,flow697.0,754.8421356237,492.76876257295,1.59,25,LOS=0
V,809,0,2,flow698.0,750.20524899345,606.37577390585,1.59,25,LOS=0
I,809,0,3,flow699.1,695.96369522755,680.5555992444,3.2,25,LOS=0
I,809,0,4,flow699.4,815.3229457657501,680.40977339885,3.2,25,LOS=0
I,809,0,5,flow703.1,719.21205650695,439.96835502755,4.3,25,LOS=0
I,809,0,6,flow703.3,698.51257775605,450.0949087755,3.2,25,LOS=0
I,809,0,7,flow704.0,750.38894172965,423.0841026444,1.59,25,LOS=0
I,809,0,8,flow705.2,810.8082228938499,387.7627077107,4.3,25,LOS=0
I,809,0,9,flow706.3,833.7472414874501,369.94870488289996,4.3,25,LOS=0
I,810,0,0,flow696.3,676.20104501225,670.8117720207499,3.2,25,LOS=0
I,810,0,1,flow698.1,707.53990876835,670.5631125513,3.2,25,LOS=0
I,810,0,2,flow699.2,703.83838621215,680.49311719345,4.3,25,LOS=0
V,810,0,3,flow701.0,757.95348288265,676.889311446,1.59,25,LOS=0
I,810,0,4,flow701.2,784.57395447135,676.9915919634,4.3,25,LOS=0
I,810,0,5,flow701.3,797.5277619904,677.0413627621999,4.3,25,LOS=0
I,810,0,6,flow703.0,742.58611755625,427.30982473635004,4.3,25,LOS=0
I,810,0,7,flow703.3,704.82289158585,447.76099660725004,3.2,25,LOS=0
I,810,0,8,flow705.1,747.4698281944,428.41524114214997,1.59,25,LOS=0
I,810,0,9,flow706.3,816.88098076355,383.0467201709,4.3,25,LOS=0
I,811,0,0,flow696.3,704.36871715485,670.58827449815,3.2,25,LOS=0
V,811,0,1,flow698.0,755.5911885819501,529.41284635185,1.59,25,LOS=1
I,811,0,2,flow698.2,675.00605879195,670.82125368675,3.2,25,LOS=0
I,811,0,3,flow699.3,708.94708769185,680.452581997,4.3,25,LOS=0
I,811,0,4,flow700.1,811.72036896255,677.0958932456,4.3,25,LOS=0
I,811,0,5,flow700.2,818.29179047395,680.42118022055,3.2,25,LOS=0
V,811,0,6,flow701.0,747.1293768509499,672.15587418915,1.59,25,LOS=0
I,811,0,7,flow702.1,689.40559831885,448.7475760932,4.3,25,LOS=0
I,811,0,8,flow703.1,720.43686926815,439.30504156205,4.3,25,LOS=0
V,811,0,9,flow706.1,755.16307672445,630.01753609085,1.59,25,LOS=0
I,812,0,0,flow696.4,672.69842067635,670.8395637338,4.3,25,LOS=0
I,812,0,1,flow697.1,661.64076460715,670.92730114865,1.59,25,LOS=0
I,812,0,2,flow698.2,702.6962323653499,670.6015448957,3.2,25,LOS=0
I,812,0,3,flow699.4,723.57019355035,680.33655437795,3.2,25,LOS=0
I,812,0,4,flow700.2,817.7445091894499,680.4190774699,3.2,25,LOS=0
I,812,0,5,flow701.2,780.2837238157,676.9751081453,4.3,25,LOS=0
I,812,0,6,flow701.3,793.83126593615,677.0271601765,4.3,25,LOS=0
I,812,0,7,flow703.2,714.2218405316501,442.67087214475,1.59,25,LOS=0
V,812,0,8,flow704.0,765.64548491,432.98375099885004,1.59,25,LOS=0
I,812,0,9,flow705.3,796.28883815675,399.0381840223,4.3,25,LOS=0
I,813,0,0,flow696.4,696.6433695346,670.6495715782,4.3,25,LOS=0
I,813,0,1,flow697.0,697.8889947917,457.5676481891,1.59,25,LOS=0
I,813,0,2,flow699.4,684.4094398063501,680.64727694675,3.2,25,LOS=0
V,813,0,3,flow701.0,750.48714807695,602.34754848925,1.59,25,LOS=0
I,813,0,4,flow701.2,779.6279548043001,676.9725885657999,4.3,25,LOS=0
I,813,0,5,flow702.1,751.8410919072501,418.63135588989996,4.3,25,LOS=0
I,813,0,6,flow703.2,716.1522727819,441.6254211611,1.59,25,LOS=0
I,813,0,7,flow704.3,687.6471448428499,448.9903457874,4.3,25,LOS=0
V,813,0,8,flow706.3,765.0500920837501,488.74200948775,4.3,25,LOS=0
I,813,0,9,flow707.0,827.88958848925,374.4976460963,4.3,25,LOS=0
V,814,0,0,flow698.2,748.92522450645,624.6668130536,3.2,25,LOS=0
I,814,0,1,flow699.5,663.1020264070501,680.8163414716,1.59,25,LOS=0
I,814,0,2,flow700.1,805.229955742,677.0709559405,4.3,25,LOS=0
I,814,0,3,flow701.2,779.6279548043001,676.9725885657999,4.3,25,LOS=0
I,814,0,4,flow702.2,682.2155780794501,449.74022050425003,4.3,25,LOS=0
I,814,0,5,flow703.0,760.4130643497499,422.36662651915003,4.3,25,LOS=0
I,814,0,6,flow703.3,712.71312223465,443.48793838849997,3.2,25,LOS=0
I,814,0,7,flow704.1,745.02775703835,425.98752275050003,4.3,25,LOS=0
I,814,0,8,flow705.3,711.0093113364001,451.9197004321,4.3,25,LOS=0
V,814,0,9,flow706.1,753.38851909885,655.37418356565,1.59,25,LOS=0
V,815,0,0,flow698.0,762.3607848592001,432.6780168396,1.59,25,LOS=0
V,815,0,1,flow698.2,751.92845037115,581.7519138315,3.2,25,LOS=0
I,815,0,2,flow700.3,798.78994415595,680.34625070905,3.2,25,LOS=0
I,815,0,3,flow701.4,815.7639805664,680.4114679318,4.3,25,LOS=0
I,815,0,4,flow703.3,722.13563957495,438.38505015185,3.2,25,LOS=0
V,815,0,5,flow704.0,761.43892057275,540.34202610895,1.59,25,LOS=1
V,815,0,6,flow706.3,758.7177718923999,579.22450973065,4.3,25,LOS=1
I,815,0,7,flow706.4,767.27760547245,456.91307875719997,3.2,25,LOS=0
I,815,0,8,flow707.1,811.68809057065,387.079419312,4.3,25,LOS=0
I,815,0,9,flow707.3,840.85793909005,364.42667321090005,1.59,25,LOS=0
I,816,0,0,flow696.4,816.4606676543999,670.5139910386999,4.3,25,LOS=0
V,816,0,1,flow698.1,760.12454428755,464.6330022761,3.2,25,LOS=0
I,816,0,2,flow698.3,718.33152524615,670.4774860382,4.3,25,LOS=0
V,816,0,3,flow700.0,746.8122953966499,654.8597269044001,4.3,25,LOS=0
I,816,0,4,flow702.4,672.4419368607,451.0895561123,4.3,25,LOS=0
V,816,0,5,flow703.0,761.0568446085499,498.5535898889,4.3,25,LOS=0
I,816,0,6,flow703.2,745.4729872273,425.74640248385003,1.59,25,LOS=0
V,816,0,7,flow704.0,758.93932505165,576.0587374424999,1.59,25,LOS=1
I,816,0,8,flow704.3,719.7571915095,435.92287583835,4.3,25,LOS=0
I,816,0,9,flow706.0,763.47117881755,670.31039613555,3.2,25,LOS=0
V,817,0,0,flow697.2,747.6357601049,595.80728972875,1.59,25,LOS=0
I,817,0,1,flow701.3,775.6672257811999,676.9573707507,4.3,25,LOS=0
